lambda_um,irradiance,source
1.228,0.46658,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.229,0.46721,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.23,0.46003,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.231,0.47203,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.232,0.46633,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.233,0.45397,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.234,0.47016,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.235,0.46504,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.236,0.46908,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.237,0.46339,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.238,0.46797,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.239,0.46272,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.24,0.46077,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.241,0.46197,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.242,0.46247,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.243,0.45754,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.244,0.45528,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.245,0.45655,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.246,0.45945,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.247,0.45746,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.248,0.4586,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.249,0.45966,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.25,0.45705,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.251,0.45258,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.252,0.45097,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.253,0.44773,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.254,0.44363,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.255,0.4507,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.256,0.44023,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.257,0.43532,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.258,0.44496,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.259,0.42725,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.26,0.4311,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.261,0.41146,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.262,0.39567,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.263,0.40019,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.264,0.37148,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.265,0.3957,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.266,0.38527,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.267,0.38822,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.268,0.37051,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.269,0.24652,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.27,0.38744,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.271,0.40825,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.272,0.40879,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.273,0.40625,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.274,0.40614,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.275,0.41233,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.276,0.41693,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.277,0.42001,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.278,0.42763,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.279,0.42456,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.28,0.42204,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.281,0.41335,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.282,0.37305,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.283,0.40733,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.284,0.42078,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.285,0.42399,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.286,0.42714,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.287,0.42213,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.288,0.41989,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.289,0.40936,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.29,0.41285,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.291,0.41786,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.292,0.39618,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.293,0.41257,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.294,0.40421,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.295,0.40514,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.296,0.38957,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.297,0.3713,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.298,0.39183,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.299,0.40852,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.3,0.35312,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.301,0.36228,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.302,0.39181,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.303,0.34621,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.304,0.30062,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.305,0.38382,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.306,0.38453,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.307,0.30594,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.308,0.34696,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.309,0.38413,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.31,0.30114,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.311,0.33366,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.312,0.33337,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.313,0.31352,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.314,0.28833,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.315,0.28581,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.316,0.32419,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.317,0.31217,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.318,0.33328,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.319,0.26855,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.32,0.25872,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.321,0.29866,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.322,0.30217,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.323,0.23279,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.324,0.26249,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.325,0.32224,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.326,0.28051,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.327,0.26625,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.328,0.2345,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.329,0.17759,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.33,0.22923,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.331,0.1448,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.332,0.14579,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.333,0.20304,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.334,0.16925,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.335,0.23117,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.336,0.18348,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.337,0.16454,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.338,0.17804,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.339,0.17681,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.34,0.16831,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.341,0.17039,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.342,0.17798,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.343,0.12711,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.344,0.075645,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.345,0.10904,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.346,0.058186,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.347,0.060119,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.348,0.0047451,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.349,0.016159,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.35,0.016025,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.351,0.0046298,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.352,0.0015164,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.353,9.6096e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.354,0.00029009,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.355,3.6034e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.356,4.807e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.357,7.1786e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.358,4.1948e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.359,7.3439e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.36,2.1404e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.361,4.8133e-09,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.362,1.8076e-11,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.363,3.1563e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.364,1.3589e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.365,9.0764e-12,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.366,1.2791e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.367,4.9764e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.368,1.481e-13,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.369,5.1667e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.37,2.92e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.371,1.9731e-08,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.372,2.7498e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.373,4.4401e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.374,0.00017917,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.375,0.00032332,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.376,0.00025748,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.377,0.0001227,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.378,0.0011089,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.379,5.2164e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.38,8.1587e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.381,2.3716e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.382,2.5672e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.383,4.4017e-08,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.384,6.1689e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.385,2.0899e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.386,2.5215e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.387,0.00019896,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.388,4.0262e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.389,0.00058098,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.39,0.00049328,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.391,0.00034384,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.392,2.3782e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.393,0.00011586,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.394,7.5526e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.395,6.7136e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.396,6.3215e-09,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.397,4.9057e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.398,0.0012704,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.399,0.00081226,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.4,3.2466e-09,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.401,1.0528e-08,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.402,0.0018353,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.403,0.00238,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.404,0.00073892,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.405,3.6444e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.406,0.0020448,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.407,0.00017457,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.408,0.0016493,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.409,0.00061919,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.41,0.00046653,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.411,0.0021142,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.412,0.0026396,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.413,0.023353,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.414,0.00036378,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.415,0.00018366,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.416,0.035565,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.417,0.011759,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.418,0.013559,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.419,0.0021442,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.42,0.0082718,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.421,0.0091637,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.422,0.046314,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.423,0.0092198,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.424,0.016975,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.425,0.02585,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.426,0.027792,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.427,0.049546,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.428,0.0045588,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.429,0.03802,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.43,0.061601,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.431,0.050156,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.432,0.0025194,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.433,0.035834,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.434,0.020962,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.435,0.021416,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.436,0.038351,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.437,0.02988,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.438,0.013263,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.439,0.051039,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.44,0.039601,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.441,0.0318,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.442,0.036317,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.443,0.045063,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.444,0.061791,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.445,0.049751,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.446,0.023095,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.447,0.036215,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.448,0.11569,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.449,0.10213,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.45,0.027412,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.451,0.011271,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.452,0.062361,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.453,0.081978,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.454,0.13759,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.455,0.06615,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.456,0.088509,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.457,0.117,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.458,0.13643,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.459,0.16307,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.46,0.085421,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.461,0.090276,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.462,0.1306,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.463,0.043225,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.464,0.15184,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.465,0.093383,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.466,0.065197,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.467,0.036054,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.468,0.076942,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.469,0.094845,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.47,0.049678,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.471,0.017848,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.472,0.046771,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.473,0.070198,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.474,0.097339,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.475,0.18463,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.476,0.068778,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.477,0.069736,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.478,0.06348,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.479,0.12001,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.48,0.060637,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.481,0.11529,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.482,0.05849,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.483,0.14859,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.484,0.13747,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.485,0.12503,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.486,0.1234,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.487,0.060629,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.488,0.09418,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.489,0.18973,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.49,0.17478,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.491,0.19778,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.492,0.16441,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.493,0.18157,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.494,0.20367,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.495,0.18253,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.496,0.16852,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.497,0.2285,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.498,0.18968,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.499,0.21759,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.5,0.25061,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.501,0.26552,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.502,0.23356,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.503,0.18493,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.504,0.16029,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.505,0.18402,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.506,0.25773,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.507,0.25514,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.508,0.24302,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.509,0.1869,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.51,0.27052,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.511,0.26474,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.512,0.26068,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.513,0.24239,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.514,0.22571,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.515,0.26573,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.516,0.25683,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.517,0.24929,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.518,0.25211,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.519,0.24437,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.52,0.2645,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.521,0.27505,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.522,0.26378,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.523,0.28004,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.524,0.27539,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.525,0.25884,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.526,0.26745,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.527,0.2622,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.528,0.27928,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.529,0.27244,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.53,0.25522,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.531,0.26973,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.532,0.27839,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.533,0.27714,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.534,0.26892,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.535,0.26686,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.536,0.27464,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.537,0.27336,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.538,0.27202,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.539,0.27295,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.54,0.26491,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.541,0.26904,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.542,0.26927,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.543,0.27208,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.544,0.2721,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.545,0.27705,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.546,0.27481,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.547,0.27309,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.548,0.26675,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.549,0.27342,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.55,0.2699,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.551,0.27058,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.552,0.27182,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.553,0.27132,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.554,0.26474,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.555,0.26759,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.556,0.2631,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.557,0.27062,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.558,0.26848,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.559,0.26808,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.56,0.26568,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.561,0.27002,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.562,0.26756,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.563,0.26667,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.564,0.26264,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.565,0.26728,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.566,0.26245,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.567,0.26308,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.568,0.25722,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.569,0.25452,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.57,0.24175,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.571,0.23507,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.572,0.23775,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.573,0.23407,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.574,0.24145,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.575,0.23974,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.576,0.24678,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.577,0.21602,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.578,0.23516,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.579,0.23672,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.58,0.24464,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.581,0.2487,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.582,0.24195,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
